record_type,profile_id,distribution,d1_score,d2_score,d3_score,d4_score,d5_score,d6_score,overall_maturity,readiness_raw,readiness_final,readiness_band,safeguard_applied,readiness_delta_raw_final,metric,value,count,fraction
profile,grb_mc_00201,uniform,2.111,1.0,1.667,2.111,2.556,1.0,1.741,43.53,43.53,Emerging,False,0.0,,,,
profile,grb_mc_00202,uniform,1.778,1.778,1.778,3.111,2.778,2.111,2.222,55.55,55.55,Substantially ready,False,0.0,,,,
profile,grb_mc_00203,uniform,0.889,2.556,2.111,2.333,2.556,1.444,1.982,49.55,49.55,Advanced readiness,False,0.0,,,,
profile,grb_mc_00204,uniform,2.222,1.667,2.333,2.222,1.889,1.778,2.018,50.45,50.45,Substantially ready,False,0.0,,,,
profile,grb_mc_00205,uniform,1.222,1.444,2.778,1.889,2.333,2.0,1.944,48.6,48.6,Emerging,False,0.0,,,,
profile,grb_mc_00206,uniform,2.111,2.0,1.222,2.111,1.778,2.333,1.926,48.15,48.15,Emerging,False,0.0,,,,
profile,grb_mc_00207,uniform,1.556,2.222,1.889,2.222,2.444,1.556,1.981,49.53,49.53,Advanced readiness,False,0.0,,,,
profile,grb_mc_00208,uniform,2.667,2.0,2.444,2.333,2.111,2.333,2.315,57.88,57.88,Substantially ready,False,0.0,,,,
profile,grb_mc_00209,uniform,1.889,2.222,1.222,2.0,1.889,1.556,1.796,44.9,44.9,Emerging,False,0.0,,,,
profile,grb_mc_00210,uniform,1.556,2.222,1.444,1.556,3.111,1.333,1.87,46.75,46.75,Emerging,False,0.0,,,,
profile,grb_mc_00211,uniform,2.111,2.222,1.444,1.444,1.889,2.222,1.889,47.23,47.23,Emerging,False,0.0,,,,
profile,grb_mc_00212,uniform,1.889,2.222,1.889,1.667,2.333,2.333,2.055,51.38,51.38,Substantially ready,False,0.0,,,,
profile,grb_mc_00213,uniform,1.889,2.556,1.333,1.889,2.222,1.667,1.926,48.15,48.15,Emerging,False,0.0,,,,
profile,grb_mc_00214,uniform,0.889,1.889,2.333,1.222,2.0,2.889,1.87,46.75,46.75,Emerging,False,0.0,,,,
profile,grb_mc_00215,uniform,2.444,2.556,1.333,2.222,2.0,1.556,2.018,50.45,50.45,Substantially ready,False,0.0,,,,
profile,grb_mc_00216,uniform,2.111,1.778,2.0,1.333,2.889,2.111,2.037,50.92,50.92,Substantially ready,False,0.0,,,,
profile,grb_mc_00217,uniform,1.444,2.333,2.0,2.0,1.444,2.333,1.926,48.15,48.15,Emerging,False,0.0,,,,
profile,grb_mc_00218,uniform,2.556,1.333,1.778,2.444,0.556,2.222,1.815,45.38,45.38,Emerging,False,0.0,,,,
profile,grb_mc_00219,uniform,2.222,1.889,1.667,2.333,2.0,1.778,1.981,49.53,49.53,Advanced readiness,False,0.0,,,,
profile,grb_mc_00220,uniform,2.889,2.556,1.889,2.556,2.222,1.556,2.278,56.95,56.95,Substantially ready,False,0.0,,,,
profile,grb_mc_00221,uniform,2.0,2.333,2.333,2.778,2.0,2.222,2.278,56.95,56.95,Substantially ready,False,0.0,,,,
profile,grb_mc_00222,uniform,2.333,2.333,2.778,2.444,2.111,2.333,2.389,59.72,59.72,Substantially ready,False,0.0,,,,
profile,grb_mc_00223,uniform,2.556,1.778,2.556,1.889,2.556,1.667,2.167,54.17,54.17,Substantially ready,False,0.0,,,,
profile,grb_mc_00224,uniform,1.889,2.333,3.0,2.556,2.333,2.444,2.426,60.65,60.65,Substantially ready,False,0.0,,,,
profile,grb_mc_00225,uniform,1.889,2.222,2.444,2.222,2.222,1.556,2.092,52.3,52.3,Substantially ready,False,0.0,,,,
profile,grb_mc_00226,uniform,1.667,2.222,1.778,2.0,2.333,2.0,2.0,50.0,50.0,Substantially ready,False,0.0,,,,
profile,grb_mc_00227,uniform,2.0,2.556,2.0,2.556,1.667,1.556,2.056,51.4,51.4,Substantially ready,False,0.0,,,,
profile,grb_mc_00228,uniform,2.444,1.667,2.333,2.222,2.778,2.111,2.259,56.47,56.47,Substantially ready,False,0.0,,,,
profile,grb_mc_00229,uniform,2.556,2.556,1.778,2.0,2.444,2.0,2.222,55.55,55.55,Substantially ready,False,0.0,,,,
profile,grb_mc_00230,uniform,1.444,2.111,1.222,2.0,1.444,2.222,1.74,43.5,43.5,Emerging,False,0.0,,,,
profile,grb_mc_00231,uniform,2.556,1.778,2.222,2.333,1.0,2.778,2.111,52.78,52.78,Substantially ready,False,0.0,,,,
profile,grb_mc_00232,uniform,1.667,1.556,1.667,2.889,1.889,2.333,2.0,50.0,50.0,Substantially ready,False,0.0,,,,
profile,grb_mc_00233,uniform,1.556,2.667,1.778,3.111,1.778,2.222,2.185,54.62,54.62,Substantially ready,False,0.0,,,,
profile,grb_mc_00234,uniform,1.889,1.556,2.0,2.333,2.556,1.333,1.944,48.6,48.6,Emerging,False,0.0,,,,
profile,grb_mc_00235,uniform,2.444,2.111,1.222,1.778,1.111,1.778,1.741,43.53,43.53,Emerging,False,0.0,,,,
profile,grb_mc_00236,uniform,2.667,1.667,2.111,2.222,1.778,2.333,2.13,53.25,53.25,Substantially ready,False,0.0,,,,
profile,grb_mc_00237,uniform,1.667,0.667,2.444,1.889,1.222,2.333,1.704,42.6,42.6,Emerging,False,0.0,,,,
profile,grb_mc_00238,uniform,2.333,1.556,1.889,2.444,1.778,2.444,2.074,51.85,51.85,Substantially ready,False,0.0,,,,
profile,grb_mc_00239,uniform,1.889,1.444,1.778,1.778,2.0,1.333,1.704,42.6,42.6,Emerging,False,0.0,,,,
profile,grb_mc_00240,uniform,2.222,2.222,1.778,1.667,1.778,1.667,1.889,47.23,47.23,Emerging,False,0.0,,,,
profile,grb_mc_00241,uniform,1.889,1.444,2.333,2.444,1.667,2.444,2.037,50.92,50.92,Substantially ready,False,0.0,,,,
profile,grb_mc_00242,uniform,0.667,2.222,1.667,2.556,1.667,1.778,1.76,44.0,44.0,Emerging,False,0.0,,,,
profile,grb_mc_00243,uniform,2.444,2.778,2.111,2.0,2.333,2.556,2.37,59.25,59.25,Substantially ready,False,0.0,,,,
profile,grb_mc_00244,uniform,2.778,2.778,2.556,2.222,1.444,1.444,2.204,55.1,55.1,Substantially ready,False,0.0,,,,
profile,grb_mc_00245,uniform,1.778,1.556,1.556,2.0,2.444,1.667,1.833,45.82,45.82,Emerging,False,0.0,,,,
profile,grb_mc_00246,uniform,2.667,1.556,1.889,1.889,2.111,1.667,1.963,49.08,49.08,Advanced readiness,False,0.0,,,,
profile,grb_mc_00247,uniform,2.222,1.778,0.889,2.222,2.0,1.667,1.796,44.9,44.9,Emerging,False,0.0,,,,
profile,grb_mc_00248,uniform,2.111,2.333,2.333,1.222,2.222,2.667,2.148,53.7,53.7,Substantially ready,False,0.0,,,,
profile,grb_mc_00249,uniform,1.556,2.333,2.222,2.111,1.889,2.222,2.055,51.38,51.38,Substantially ready,False,0.0,,,,
profile,grb_mc_00250,uniform,2.111,1.333,2.444,1.667,1.778,2.667,2.0,50.0,50.0,Substantially ready,False,0.0,,,,
profile,grb_mc_00251,uniform,1.111,1.222,2.111,2.444,1.778,2.222,1.815,45.38,45.38,Emerging,False,0.0,,,,
profile,grb_mc_00252,uniform,1.556,2.667,1.667,2.222,1.889,2.222,2.037,50.92,50.92,Substantially ready,False,0.0,,,,
profile,grb_mc_00253,uniform,1.444,1.222,1.444,1.778,2.667,2.111,1.778,44.45,44.45,Emerging,False,0.0,,,,
profile,grb_mc_00254,uniform,1.222,2.0,1.889,2.333,2.0,1.667,1.852,46.3,46.3,Emerging,False,0.0,,,,
profile,grb_mc_00255,uniform,1.444,2.111,2.0,1.667,1.556,2.333,1.852,46.3,46.3,Emerging,False,0.0,,,,
profile,grb_mc_00256,uniform,3.0,2.889,2.444,2.0,1.667,1.889,2.315,57.88,57.88,Substantially ready,False,0.0,,,,
profile,grb_mc_00257,uniform,2.222,0.889,2.111,2.111,1.667,2.111,1.852,46.3,46.3,Emerging,False,0.0,,,,
profile,grb_mc_00258,uniform,2.222,2.333,1.0,1.667,2.0,1.111,1.722,43.05,43.05,Emerging,False,0.0,,,,
profile,grb_mc_00259,uniform,1.889,2.222,3.0,2.0,2.889,2.333,2.389,59.72,59.72,Substantially ready,False,0.0,,,,
profile,grb_mc_00260,uniform,2.889,1.667,2.222,2.444,1.889,1.778,2.148,53.7,53.7,Substantially ready,False,0.0,,,,
profile,grb_mc_00261,uniform,1.889,2.333,1.889,1.778,2.889,1.667,2.074,51.85,51.85,Substantially ready,False,0.0,,,,
profile,grb_mc_00262,uniform,1.889,2.333,1.889,2.444,2.0,1.778,2.055,51.38,51.38,Substantially ready,False,0.0,,,,
profile,grb_mc_00263,uniform,0.889,2.667,1.444,2.667,2.222,1.444,1.889,47.23,47.23,Emerging,False,0.0,,,,
profile,grb_mc_00264,uniform,1.889,2.333,1.333,1.778,2.0,1.444,1.796,44.9,44.9,Emerging,False,0.0,,,,
profile,grb_mc_00265,uniform,2.556,1.556,2.444,2.333,1.444,2.222,2.092,52.3,52.3,Substantially ready,False,0.0,,,,
profile,grb_mc_00266,uniform,2.0,1.444,2.222,2.889,1.333,2.556,2.074,51.85,51.85,Substantially ready,False,0.0,,,,
profile,grb_mc_00267,uniform,2.333,2.111,2.0,2.667,1.889,2.556,2.259,56.47,56.47,Substantially ready,False,0.0,,,,
profile,grb_mc_00268,uniform,2.333,1.556,1.778,1.889,1.444,2.667,1.944,48.6,48.6,Emerging,False,0.0,,,,
profile,grb_mc_00269,uniform,2.111,2.333,1.778,2.222,1.222,2.111,1.963,49.08,49.08,Advanced readiness,False,0.0,,,,
profile,grb_mc_00270,uniform,1.667,1.333,1.889,2.556,1.556,1.667,1.778,44.45,44.45,Emerging,False,0.0,,,,
profile,grb_mc_00271,uniform,0.889,1.333,2.111,2.0,1.444,1.778,1.593,39.83,39.83,Emerging,False,0.0,,,,
profile,grb_mc_00272,uniform,2.111,1.667,1.667,2.111,2.222,1.556,1.889,47.23,47.23,Emerging,False,0.0,,,,
profile,grb_mc_00273,uniform,2.556,2.0,2.333,1.0,2.0,2.667,2.093,52.33,52.33,Substantially ready,False,0.0,,,,
profile,grb_mc_00274,uniform,2.0,2.111,1.556,1.667,1.111,1.889,1.722,43.05,43.05,Emerging,False,0.0,,,,
profile,grb_mc_00275,uniform,1.889,2.889,1.667,1.222,1.556,1.778,1.833,45.82,45.82,Emerging,False,0.0,,,,
profile,grb_mc_00276,uniform,3.111,2.111,2.0,1.889,2.444,3.333,2.481,62.02,60.0,Substantially ready,True,2.02,,,,
profile,grb_mc_00277,uniform,2.222,2.222,3.0,1.778,2.111,2.778,2.352,58.8,58.8,Substantially ready,False,0.0,,,,
profile,grb_mc_00278,uniform,2.111,2.0,2.0,2.778,2.0,2.556,2.241,56.03,56.03,Substantially ready,False,0.0,,,,
profile,grb_mc_00279,uniform,1.667,2.111,1.444,1.444,1.889,2.889,1.907,47.67,47.67,Emerging,False,0.0,,,,
profile,grb_mc_00280,uniform,2.333,1.778,2.444,1.889,2.111,1.556,2.018,50.45,50.45,Substantially ready,False,0.0,,,,
profile,grb_mc_00281,uniform,2.556,2.778,1.889,3.0,1.667,2.778,2.445,61.12,61.12,Substantially ready,False,0.0,,,,
profile,grb_mc_00282,uniform,1.333,2.0,2.333,1.444,1.444,2.333,1.815,45.38,45.38,Emerging,False,0.0,,,,
profile,grb_mc_00283,uniform,2.111,2.333,1.778,2.222,2.111,2.444,2.167,54.17,54.17,Substantially ready,False,0.0,,,,
profile,grb_mc_00284,uniform,2.556,1.889,1.444,3.111,2.111,2.333,2.241,56.03,56.03,Substantially ready,False,0.0,,,,
profile,grb_mc_00285,uniform,2.333,1.889,2.0,1.889,1.333,2.333,1.963,49.08,49.08,Advanced readiness,False,0.0,,,,
profile,grb_mc_00286,uniform,2.333,2.111,1.556,1.778,1.778,2.222,1.963,49.08,49.08,Advanced readiness,False,0.0,,,,
profile,grb_mc_00287,uniform,2.556,1.889,3.0,0.778,2.444,2.111,2.13,53.25,53.25,Substantially ready,False,0.0,,,,
profile,grb_mc_00288,uniform,2.0,1.556,0.444,1.556,2.333,2.667,1.759,43.97,43.97,Emerging,False,0.0,,,,
profile,grb_mc_00289,uniform,1.444,2.889,2.667,2.0,2.0,2.333,2.222,55.55,55.55,Substantially ready,False,0.0,,,,
profile,grb_mc_00290,uniform,2.778,1.222,1.778,2.222,2.667,1.667,2.056,51.4,51.4,Substantially ready,False,0.0,,,,
profile,grb_mc_00291,uniform,2.333,2.0,2.333,1.444,1.222,1.556,1.815,45.38,45.38,Emerging,False,0.0,,,,
profile,grb_mc_00292,uniform,0.889,2.778,2.111,2.0,1.333,2.667,1.963,49.08,49.08,Advanced readiness,False,0.0,,,,
profile,grb_mc_00293,uniform,2.0,1.222,2.667,1.222,2.111,2.333,1.926,48.15,48.15,Emerging,False,0.0,,,,
profile,grb_mc_00294,uniform,2.222,1.889,1.667,1.667,2.0,1.556,1.833,45.82,45.82,Emerging,False,0.0,,,,
profile,grb_mc_00295,uniform,1.333,1.556,1.0,2.333,2.333,1.778,1.722,43.05,43.05,Emerging,False,0.0,,,,
profile,grb_mc_00296,uniform,1.667,2.111,2.778,2.556,1.0,1.667,1.963,49.08,49.08,Advanced readiness,False,0.0,,,,
profile,grb_mc_00297,uniform,2.333,2.111,1.556,2.889,2.333,3.444,2.444,61.1,61.1,Substantially ready,False,0.0,,,,
profile,grb_mc_00298,uniform,2.222,1.444,1.556,2.222,2.111,2.222,1.963,49.08,49.08,Advanced readiness,False,0.0,,,,
profile,grb_mc_00299,uniform,1.778,2.889,1.444,1.556,1.778,2.333,1.963,49.08,49.08,Advanced readiness,False,0.0,,,,
profile,grb_mc_00300,uniform,2.0,2.667,1.778,1.222,0.667,2.333,1.778,44.45,44.45,Emerging,False,0.0,,,,
profile,grb_mc_00301,uniform,2.222,3.111,2.444,1.778,2.0,1.556,2.185,54.62,54.62,Substantially ready,False,0.0,,,,
profile,grb_mc_00302,uniform,1.889,1.222,1.889,1.556,1.889,2.444,1.815,45.38,45.38,Emerging,False,0.0,,,,
profile,grb_mc_00303,uniform,1.667,1.556,2.222,2.0,1.778,2.111,1.889,47.23,47.23,Emerging,False,0.0,,,,
profile,grb_mc_00304,uniform,2.222,1.778,1.889,2.222,1.222,2.444,1.963,49.08,49.08,Advanced readiness,False,0.0,,,,
profile,grb_mc_00305,uniform,2.556,1.778,1.889,1.778,2.556,2.333,2.148,53.7,53.7,Substantially ready,False,0.0,,,,
profile,grb_mc_00306,uniform,2.111,1.778,2.333,2.444,1.333,1.333,1.889,47.23,47.23,Emerging,False,0.0,,,,
profile,grb_mc_00307,uniform,2.222,2.889,1.444,2.111,1.556,2.333,2.092,52.3,52.3,Substantially ready,False,0.0,,,,
profile,grb_mc_00308,uniform,1.889,2.222,2.111,1.889,2.111,2.0,2.037,50.92,50.92,Substantially ready,False,0.0,,,,
profile,grb_mc_00309,uniform,2.0,1.889,2.0,2.222,2.333,1.556,2.0,50.0,50.0,Substantially ready,False,0.0,,,,
profile,grb_mc_00310,uniform,2.111,2.444,2.111,1.889,2.333,2.333,2.204,55.1,55.1,Substantially ready,False,0.0,,,,
profile,grb_mc_00311,uniform,1.333,2.111,2.111,2.0,2.111,1.444,1.852,46.3,46.3,Emerging,False,0.0,,,,
profile,grb_mc_00312,uniform,1.889,1.889,2.333,2.556,1.222,2.444,2.055,51.38,51.38,Substantially ready,False,0.0,,,,
profile,grb_mc_00313,uniform,1.444,3.0,2.0,1.333,1.667,2.111,1.926,48.15,48.15,Emerging,False,0.0,,,,
profile,grb_mc_00314,uniform,1.889,2.111,0.889,1.667,2.667,2.333,1.926,48.15,48.15,Emerging,False,0.0,,,,
profile,grb_mc_00315,uniform,1.556,2.222,2.333,3.111,1.333,2.222,2.13,53.25,53.25,Substantially ready,False,0.0,,,,
profile,grb_mc_00316,uniform,2.0,2.0,1.778,1.0,2.0,1.667,1.741,43.53,43.53,Emerging,False,0.0,,,,
profile,grb_mc_00317,uniform,1.444,3.0,2.222,2.222,1.111,1.667,1.944,48.6,48.6,Emerging,False,0.0,,,,
profile,grb_mc_00318,uniform,2.556,1.667,1.556,2.111,2.444,1.333,1.944,48.6,48.6,Emerging,False,0.0,,,,
profile,grb_mc_00319,uniform,1.778,1.778,0.889,2.0,0.889,2.556,1.648,41.2,41.2,Emerging,False,0.0,,,,
profile,grb_mc_00320,uniform,1.111,2.333,1.778,1.667,3.222,1.444,1.926,48.15,48.15,Emerging,False,0.0,,,,
profile,grb_mc_00321,uniform,1.889,1.222,1.667,2.889,2.111,2.111,1.981,49.53,49.53,Advanced readiness,False,0.0,,,,
profile,grb_mc_00322,uniform,1.556,2.333,2.0,2.667,2.222,1.778,2.093,52.33,52.33,Substantially ready,False,0.0,,,,
profile,grb_mc_00323,uniform,2.222,2.0,2.556,2.333,1.889,2.0,2.167,54.17,54.17,Substantially ready,False,0.0,,,,
profile,grb_mc_00324,uniform,1.889,2.444,2.556,1.333,2.778,1.667,2.111,52.78,52.78,Substantially ready,False,0.0,,,,
profile,grb_mc_00325,uniform,1.556,2.556,1.444,2.556,1.778,2.444,2.056,51.4,51.4,Substantially ready,False,0.0,,,,
profile,grb_mc_00326,uniform,1.778,1.444,2.0,2.444,2.111,2.333,2.018,50.45,50.45,Substantially ready,False,0.0,,,,
profile,grb_mc_00327,uniform,3.111,2.444,2.444,2.0,1.556,2.222,2.296,57.4,57.4,Substantially ready,False,0.0,,,,
profile,grb_mc_00328,uniform,2.111,1.778,1.0,1.333,2.556,1.556,1.722,43.05,43.05,Emerging,False,0.0,,,,
profile,grb_mc_00329,uniform,2.444,3.0,1.667,1.333,2.222,2.111,2.13,53.25,53.25,Substantially ready,False,0.0,,,,
profile,grb_mc_00330,uniform,1.889,2.222,1.889,1.333,2.667,2.222,2.037,50.92,50.92,Substantially ready,False,0.0,,,,
profile,grb_mc_00331,uniform,2.111,2.556,1.556,3.0,1.222,1.778,2.037,50.92,50.92,Substantially ready,False,0.0,,,,
profile,grb_mc_00332,uniform,1.444,1.889,2.111,3.333,1.0,1.889,1.944,48.6,48.6,Emerging,False,0.0,,,,
profile,grb_mc_00333,uniform,1.333,2.778,2.667,2.111,2.222,1.889,2.167,54.17,54.17,Substantially ready,False,0.0,,,,
profile,grb_mc_00334,uniform,1.778,2.0,1.889,1.778,1.778,2.111,1.889,47.23,47.23,Emerging,False,0.0,,,,
profile,grb_mc_00335,uniform,2.556,2.0,2.222,2.111,2.222,1.111,2.037,50.92,50.92,Substantially ready,False,0.0,,,,
profile,grb_mc_00336,uniform,2.667,2.889,1.889,1.556,1.778,2.222,2.167,54.17,54.17,Substantially ready,False,0.0,,,,
profile,grb_mc_00337,uniform,1.556,2.0,2.556,1.333,2.222,1.556,1.871,46.77,46.77,Emerging,False,0.0,,,,
profile,grb_mc_00338,uniform,2.333,2.0,1.333,2.444,2.444,1.333,1.981,49.53,49.53,Advanced readiness,False,0.0,,,,
profile,grb_mc_00339,uniform,2.0,2.889,1.667,1.0,2.667,2.556,2.13,53.25,53.25,Substantially ready,False,0.0,,,,
profile,grb_mc_00340,uniform,1.556,1.556,1.667,1.778,2.778,3.0,2.056,51.4,51.4,Substantially ready,False,0.0,,,,
profile,grb_mc_00341,uniform,2.778,2.0,1.778,2.333,2.0,2.0,2.148,53.7,53.7,Substantially ready,False,0.0,,,,
profile,grb_mc_00342,uniform,2.333,2.0,1.556,1.889,2.0,1.889,1.944,48.6,48.6,Emerging,False,0.0,,,,
profile,grb_mc_00343,uniform,2.111,1.889,1.667,2.222,1.556,1.778,1.871,46.77,46.77,Emerging,False,0.0,,,,
profile,grb_mc_00344,uniform,2.0,2.222,2.556,2.111,1.667,1.889,2.074,51.85,51.85,Substantially ready,False,0.0,,,,
profile,grb_mc_00345,uniform,2.0,1.889,1.889,1.667,1.889,2.0,1.889,47.23,47.23,Emerging,False,0.0,,,,
profile,grb_mc_00346,uniform,2.444,2.333,1.556,1.444,1.222,1.889,1.815,45.38,45.38,Emerging,False,0.0,,,,
profile,grb_mc_00347,uniform,2.0,1.222,2.333,1.889,1.667,1.667,1.796,44.9,44.9,Emerging,False,0.0,,,,
profile,grb_mc_00348,uniform,2.0,2.222,2.0,2.111,2.111,3.111,2.259,56.47,56.47,Substantially ready,False,0.0,,,,
profile,grb_mc_00349,uniform,2.0,3.0,1.667,3.0,2.111,1.778,2.259,56.47,56.47,Substantially ready,False,0.0,,,,
profile,grb_mc_00350,uniform,3.111,2.111,2.333,1.333,2.444,1.889,2.204,55.1,55.1,Substantially ready,False,0.0,,,,
profile,grb_mc_00351,uniform,2.0,1.889,2.889,2.444,1.111,2.111,2.074,51.85,51.85,Substantially ready,False,0.0,,,,
profile,grb_mc_00352,uniform,1.556,2.222,2.222,1.889,2.444,2.222,2.092,52.3,52.3,Substantially ready,False,0.0,,,,
profile,grb_mc_00353,uniform,1.889,2.222,3.333,1.778,2.222,2.111,2.259,56.47,56.47,Substantially ready,False,0.0,,,,
profile,grb_mc_00354,uniform,1.444,2.333,1.778,1.778,2.222,1.556,1.852,46.3,46.3,Emerging,False,0.0,,,,
profile,grb_mc_00355,uniform,1.778,1.444,1.778,1.444,1.556,1.111,1.519,37.97,37.97,Emerging,False,0.0,,,,
profile,grb_mc_00356,uniform,2.333,2.222,2.333,1.111,2.444,1.556,2.0,50.0,50.0,Substantially ready,False,0.0,,,,
profile,grb_mc_00357,uniform,2.444,1.556,2.111,2.778,2.333,1.333,2.092,52.3,52.3,Substantially ready,False,0.0,,,,
profile,grb_mc_00358,uniform,2.333,1.333,1.444,1.333,1.111,2.0,1.592,39.8,39.8,Emerging,False,0.0,,,,
profile,grb_mc_00359,uniform,2.667,2.444,2.556,2.0,2.111,2.222,2.333,58.33,58.33,Substantially ready,False,0.0,,,,
profile,grb_mc_00360,uniform,1.444,1.333,2.778,2.111,1.222,1.889,1.796,44.9,44.9,Emerging,False,0.0,,,,
profile,grb_mc_00361,uniform,2.556,1.222,1.333,2.0,2.556,2.0,1.944,48.6,48.6,Emerging,False,0.0,,,,
profile,grb_mc_00362,uniform,2.0,1.778,2.111,2.222,3.0,2.111,2.204,55.1,55.1,Substantially ready,False,0.0,,,,
profile,grb_mc_00363,uniform,1.778,1.333,1.889,1.889,1.889,2.889,1.944,48.6,48.6,Emerging,False,0.0,,,,
profile,grb_mc_00364,uniform,2.444,1.778,2.111,2.333,1.333,2.333,2.055,51.38,51.38,Substantially ready,False,0.0,,,,
profile,grb_mc_00365,uniform,2.556,1.778,2.0,2.222,1.889,1.667,2.019,50.48,50.48,Substantially ready,False,0.0,,,,
profile,grb_mc_00366,uniform,2.556,2.0,2.222,2.333,2.444,2.444,2.333,58.33,58.33,Substantially ready,False,0.0,,,,
profile,grb_mc_00367,uniform,2.889,2.222,2.333,1.667,2.556,2.444,2.352,58.8,58.8,Substantially ready,False,0.0,,,,
profile,grb_mc_00368,uniform,1.556,1.556,2.333,2.111,2.333,1.444,1.889,47.23,47.23,Emerging,False,0.0,,,,
profile,grb_mc_00369,uniform,1.889,2.0,1.111,2.222,2.111,2.222,1.926,48.15,48.15,Emerging,False,0.0,,,,
profile,grb_mc_00370,uniform,2.333,1.556,2.0,1.667,1.778,2.111,1.907,47.67,47.67,Emerging,False,0.0,,,,
profile,grb_mc_00371,uniform,1.333,1.667,1.889,3.0,2.111,1.889,1.981,49.53,49.53,Advanced readiness,False,0.0,,,,
profile,grb_mc_00372,uniform,2.0,2.333,1.556,1.556,2.111,2.444,2.0,50.0,50.0,Substantially ready,False,0.0,,,,
profile,grb_mc_00373,uniform,1.444,2.444,0.889,2.444,2.0,1.333,1.759,43.97,43.97,Emerging,False,0.0,,,,
profile,grb_mc_00374,uniform,1.889,2.333,1.778,2.333,1.111,2.444,1.981,49.53,49.53,Advanced readiness,False,0.0,,,,
profile,grb_mc_00375,uniform,2.222,1.556,1.667,2.333,1.889,2.444,2.018,50.45,50.45,Substantially ready,False,0.0,,,,
profile,grb_mc_00376,uniform,1.667,1.889,2.778,1.333,1.778,1.556,1.833,45.82,45.82,Emerging,False,0.0,,,,
profile,grb_mc_00377,uniform,2.556,1.889,2.111,1.889,1.111,1.556,1.852,46.3,46.3,Emerging,False,0.0,,,,
profile,grb_mc_00378,uniform,1.778,2.111,2.222,1.333,1.444,2.222,1.852,46.3,46.3,Emerging,False,0.0,,,,
profile,grb_mc_00379,uniform,1.222,2.222,1.444,2.222,1.444,2.111,1.777,44.42,44.42,Emerging,False,0.0,,,,
profile,grb_mc_00380,uniform,1.556,2.111,1.778,2.444,2.111,1.667,1.944,48.6,48.6,Emerging,False,0.0,,,,
profile,grb_mc_00381,uniform,2.0,1.778,2.222,2.444,2.222,2.444,2.185,54.62,54.62,Substantially ready,False,0.0,,,,
profile,grb_mc_00382,uniform,1.556,2.444,1.444,2.333,1.889,2.0,1.944,48.6,48.6,Emerging,False,0.0,,,,
profile,grb_mc_00383,uniform,2.111,2.333,1.556,2.556,2.111,2.444,2.185,54.62,54.62,Substantially ready,False,0.0,,,,
profile,grb_mc_00384,uniform,2.778,1.333,2.111,2.222,1.667,1.556,1.944,48.6,48.6,Emerging,False,0.0,,,,
profile,grb_mc_00385,uniform,1.222,2.889,2.333,1.667,1.889,2.222,2.037,50.92,50.92,Substantially ready,False,0.0,,,,
profile,grb_mc_00386,uniform,1.556,2.444,2.111,2.111,2.111,1.889,2.037,50.92,50.92,Substantially ready,False,0.0,,,,
profile,grb_mc_00387,uniform,1.667,3.0,2.556,1.778,2.0,2.444,2.241,56.03,56.03,Substantially ready,False,0.0,,,,
profile,grb_mc_00388,uniform,2.556,1.778,1.889,1.889,2.444,3.0,2.259,56.47,56.47,Substantially ready,False,0.0,,,,
profile,grb_mc_00389,uniform,2.111,2.333,1.333,1.444,1.778,1.444,1.74,43.5,43.5,Emerging,False,0.0,,,,
profile,grb_mc_00390,uniform,1.444,2.667,2.889,1.778,2.0,2.556,2.222,55.55,55.55,Substantially ready,False,0.0,,,,
profile,grb_mc_00391,uniform,1.444,1.889,1.667,2.333,2.0,1.222,1.759,43.97,43.97,Emerging,False,0.0,,,,
profile,grb_mc_00392,uniform,2.111,2.0,2.222,0.444,2.0,1.778,1.759,43.97,43.97,Emerging,False,0.0,,,,
profile,grb_mc_00393,uniform,2.667,2.667,2.0,1.556,1.333,1.778,2.0,50.0,50.0,Substantially ready,False,0.0,,,,
profile,grb_mc_00394,uniform,1.778,1.889,1.667,2.0,1.556,2.111,1.834,45.85,45.85,Emerging,False,0.0,,,,
profile,grb_mc_00395,uniform,1.778,2.667,1.222,1.222,0.889,2.333,1.685,42.12,42.12,Emerging,False,0.0,,,,
profile,grb_mc_00396,uniform,2.0,2.556,1.556,1.778,1.333,2.444,1.944,48.6,48.6,Emerging,False,0.0,,,,
profile,grb_mc_00397,uniform,2.889,1.667,1.667,2.0,2.0,2.222,2.074,51.85,51.85,Substantially ready,False,0.0,,,,
profile,grb_mc_00398,uniform,1.889,2.667,1.889,1.111,2.556,2.444,2.093,52.33,52.33,Substantially ready,False,0.0,,,,
profile,grb_mc_00399,uniform,2.556,1.889,2.444,2.111,2.444,1.778,2.204,55.1,55.1,Substantially ready,False,0.0,,,,
profile,grb_mc_00400,uniform,2.111,2.0,2.444,2.444,2.111,2.0,2.185,54.62,54.62,Substantially ready,False,0.0,,,,
profile,grb_mc_00401,uniform,1.889,1.778,1.667,2.333,1.333,1.667,1.778,44.45,44.45,Emerging,False,0.0,,,,
profile,grb_mc_00402,uniform,1.889,2.889,2.556,1.889,2.222,2.778,2.37,59.25,59.25,Substantially ready,False,0.0,,,,
profile,grb_mc_00403,uniform,0.667,2.333,1.667,1.778,1.444,2.111,1.667,41.68,41.68,Emerging,False,0.0,,,,
